Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
1031,14766.9,15962.4,16396.5,20074.3,15729.6,18643.4,18800.1,25506.9,37869.1,54407.3,35683,116507.5,83170,28630,46219.5,64622.1,138005.2,34661.2,36306.3,,0.49
1032,16788,17953.8,21347.1,21454.1,19405.3,21416.2,23304.5,20633.3,27391.6,23398.8,12300.7,30477.9,24902,16871.7,20668.7,30965.9,29640.8,25259.1,24874.7,,1.593
1033,18060.1,18524.7,18391.6,14735.1,18496.3,20597.4,20919.6,16683.7,17583.9,29366.7,23806.5,68230.2,29539.7,18113.8,30200.9,96743.1,66520.1,15896.8,16152.8,,0.593
1034,11177.7,21957.5,31904.8,27240.1,17786.9,27719,30936.9,9073.8,20482.5,30087.4,35676.5,117683.9,40155.4,7389.6,40430.1,138108.4,74981.2,25905,26454.3,,1.098
1035,38952.8,46414.6,25661.2,24259.4,24161,36169.3,53184.2,19270.8,16547.3,26511.8,26057.3,122659.6,44231.8,22606.2,47478.4,118207.6,144164.1,12862.2,18372.1,,96.284
1036,22642.1,29429.5,16610.2,63594.8,20161.7,26450.3,34145.3,8500.4,6135.6,21598.6,16031.6,87797.8,31494.1,28335.6,31962.7,118270.5,101780.3,11224.7,28641.4,,71.94
1037,7554.5,54792.2,10738.1,13698.2,11189.8,12358.7,11021.3,9716.5,14276.3,22176.8,11299.7,74712.1,31211.4,6600.2,16263.8,29953.7,57507.3,12708.9,17237.4,,12.567
1038,15859.4,19983.9,19621.6,16093.8,21036.4,19976.2,17502.7,16416.8,20870.6,12625.9,54355.7,151758.2,33465.6,20733.5,71124,222573.4,76351,11771.6,14725.1,,36.504
1039,14696.7,20459.4,21901.1,20065,16367,19933.4,20806.1,14875.4,17992.6,29440.4,47869.6,150932,57752.2,18997.4,45806.9,184298.7,138806.3,20391.4,19366.7,,13.879
1040,18416.4,17838.3,18922.6,17600.3,18236.9,19712.8,19085.6,19135.4,19001,22278,16706.6,37924.3,24809.5,16828.5,24376.5,37408.2,39841.8,16424.8,18170.1,,5.208
1041,14383.3,20408.9,27880.4,22072.8,19466.2,28774.2,27556.9,16931.2,25692,17286.9,23198.6,84904,25372.8,13020.2,33742.9,66244.6,56621.2,20583.5,18702.3,,1.437
1042,14397.3,18359.6,24478.2,19651.3,16991.9,22294.4,26613.5,18731.3,33737.6,10457.2,26156.3,147076.7,41406.3,11966.1,42438.5,98069.8,39323.2,26526,11986.3,,0.677
1043,8601,14833.9,14359.3,12560.6,13458.9,16559.5,16466.2,12750.9,15909.2,12930.2,24203.7,72412.2,29247.1,13017.1,30579.8,62372.4,45739,14804.1,14702.9,,0.516
1044,24815.2,27855.7,29206.9,26183.3,25018.6,29159.4,30003.8,27795.7,27670,31399.8,24434.4,37673.2,30591.9,21773.4,26404,33780.9,35484,28293.4,29841.7,,0.55
1045,15136.4,11255.1,11578.6,12294.7,17231.2,16267.8,13747.8,20652.7,20758.3,30610.1,26391.1,57119.4,33763,19233.3,29909.5,63364.4,82700.6,19099.3,17254.6,,0.477
1046,17618,16450.4,16556.1,12050.1,21210.3,21041.8,19735.1,24612.1,29525.5,13850.7,21402.4,113828.1,39849.9,15925.1,44853.2,60018,70976.6,17819.9,10984.6,,0.467
1047,13111.1,18541.7,19389.2,16496.9,17291.1,22337.6,21491,13154.1,21632.4,25750.2,20796.9,110848.4,48006.9,11355.3,33433.9,114432,138823,20995.3,16135.1,,0.411
1048,12636.5,18470.4,28414.5,36777.7,14454.1,21753.4,27660.7,9688.1,21748.5,23535.4,11754.3,64075.6,44631.7,6291.1,18218.5,45403.7,52753.9,33546.1,30316.5,,0.423
1049,8546.8,12619.5,12160.1,12691.3,10149.9,10498.7,12295.4,10106.8,13496.8,29113.5,18317.1,53456.6,33430.8,8691.2,24639.4,52906.3,70128.2,15729.8,14920.8,,0.458
1050,16855,17983.2,19885.8,14876,22585,23302.4,22336.1,21279.3,40561.6,17616.5,11231,59427.2,26104.7,13416.9,18031.2,49604.2,31671.8,23211.4,12811,,0.527
1051,8492.7,15450.6,18343.5,15807,14398.5,20106.3,18911.9,6247.5,16440,24298.7,14489.2,117124.4,49575.7,5689.2,21743.2,81092.3,112053.7,22188.3,21495.9,,0.451
1052,10485.1,10731.6,10593.9,20527.8,12602.1,11617.4,11593.2,22707.8,23182.1,36507,24758.7,107879,65805.6,17822.5,42052.4,63320.5,69341.6,24104.6,28167.9,,0.431
1053,10040,12354.2,12654.6,17179.8,11455.7,14624.4,14736.8,13556.2,20341.3,32282.3,13062.7,68814.4,54818.2,12759.5,27388.1,37950.4,74935.5,22678.9,23561.1,,3.105
1054,18918.2,22624,22053.7,18037.3,25824.3,29245.3,27866.4,17693.9,30499.2,19306.7,11029.4,79979.3,41136.6,12138.2,17919.9,36107.9,85853.1,20539.5,13433.1,,1.022
1055,11404.3,14240.8,22417.6,26474.4,15108.6,17411.2,22529,15651.9,24129.9,15493.9,10469.2,33840.2,18740.7,9046.4,25636.5,39223.3,36260.8,24332.7,25154,,0.828
1056,4840,5209.4,8686.5,10870,8093.3,8297,10226.8,11037.2,18645.5,16367.9,24674.5,114237.8,33645.4,7343.3,42360.9,142454.1,54783.5,13391.7,12463.5,,0.548
1057,18252.1,21407,23578.3,29406,25329.5,28602.8,29541,24028.4,31095.8,40066.2,17732,93297,44981.3,16396.7,36418.5,125346.2,100417.4,29323.9,40445.3,,0.443
1058,17637.9,18513.7,17958.3,19379.2,17915.9,20439.9,19511.9,20347.5,19862.9,25045.6,29883.3,53526.2,26046.1,23376,36066.6,99053.7,50116.3,17445.9,17103.9,,0.371
1059,15024.9,14262.3,13670.8,14253.7,11845.3,14068.9,15336.2,13199.4,17074.5,15283,14449.6,17725,14344.5,13512,14894.7,20801,20680.6,13498.3,14450.7,,0.426
1060,8017.1,13432.4,11648.4,10389.9,10703,14680.6,13876.3,9893.5,14210.7,9921.5,15461.8,20914.6,10657.8,7697.4,14949.6,44836.7,23810.8,10696.1,9175.1,,0.486
1061,20001.4,25083.6,36928.8,42096.7,32224.8,43333.4,46354.7,28296.2,56423.9,66087.5,36327,99021,86218.3,14798.4,39398.1,93127.5,154571.4,53529.4,58350.9,,1.394
1062,13891.2,15719.2,17496.5,18237,18469.6,18572.3,18347.7,15206.5,20108.1,47975.3,49983.2,135387.6,58282.9,19493.2,57751.2,165585.6,133432.7,17697.1,23917.7,,0.351
1063,19040.6,20217.5,21291.6,16405.2,23864.6,25120.4,22885.2,22051.8,23975.4,18249.6,17426.5,20870.1,19177,23096.3,22178.4,22980,24930.8,21152.2,17398.9,,0.571
1064,21199.9,30027.1,33787.6,26012.3,30504.4,38921.3,32063.3,32039.6,44541,22548.2,26522.9,114846.8,43501.7,26636.2,43833.3,53140,53463.9,27795.8,20742.1,,0.599
1065,21620.2,15696.6,24458.7,33398.7,23041.7,142694,29471.2,49021.2,61680.3,82618.6,76368.2,339475.2,158943,39934.5,123084.8,247507.4,235951.4,62111,53414.3,,0.416
1066,14330.3,18078.6,21011.7,17803.1,18892.4,121879.4,21086.3,21978,26741.6,21996.7,25104.8,41321.3,31924.5,18630.6,27011.3,40728.7,43417.7,21145.8,12926.1,,0.448
1067,15436.7,20239.8,24641.3,20951.1,25136.9,30971.2,29112.7,28763.3,49043.8,42750.6,21250.4,163953.3,87014,17082,47382.8,107041.2,110835.6,37643.8,27595.1,,0.447
1068,9294.1,8342.4,7021.2,7536.5,8830.1,22953.1,8480.2,13233.4,21283,33739,22129.7,134166.8,72961,12441.4,25096.5,61020.5,104499.4,18648,11301.5,,0.414
1069,17681,20357.2,25559.9,20437.7,28106.1,33799.3,29810,30230.3,42366.9,19534.7,19966.9,56395.1,41670.4,21511,28277.5,32159.2,77742.2,24823.2,16275.6,,0.375
1070,16784.1,27861.1,30959.2,37282.2,24722.3,35407.9,33062,19186.7,31632.5,35277.5,30517.7,106089.6,49157.3,11520.2,40114.2,124179.2,117972.1,28766.8,27400.6,,0.469
1071,14899.1,15249.6,20194.8,20884.7,19377.5,23498.9,24300.3,20126.7,23833.1,29109,34216.6,67029,47838.5,19261.9,35940.6,68315.9,80298.5,26617,26021.7,,0.408
1072,31255.6,35945.7,41595.1,49439,33295.7,38158.6,48902.2,45213.6,61735.5,52057.2,59715.6,158359.1,69896.3,41689.7,76389.2,141455.2,89855.5,52392.3,45229.1,,0.523
1073,12877.6,19304.6,20215.3,24781.6,20822,22184,26374.7,17615.3,33465.3,25848.8,16536.4,85257.8,41441.6,9130.4,33423.2,77482,35695,31982.5,25667,,0.373
1074,9693.1,13540.8,14670.2,11944.8,14400.2,20334.8,16600.3,14012.8,20136.4,13508.5,9415.8,36908.8,17983.5,9625.4,21466.2,44968.5,25236.8,14241.8,14903.8,,0.394
1075,20274.5,27710.1,24271.9,22215.7,25162.1,28839,25581.7,22015.9,25671.6,24316.5,22766.3,63825.6,32680,14908.4,32048.7,80479.3,35886.6,23985.1,24513.3,,0.615
1076,22307.9,28751.3,32352.6,32980.9,31891,40421.2,42287.3,27586.5,49489,76685.3,56228.8,189068.9,97387.5,24275.4,65615.2,182308.3,193676,49389.1,43274.6,,0.515
1077,8353.7,10467.9,7659.9,8007.4,10541.2,13675.2,9209.2,6963.8,16160.3,45919,15847.7,107470.3,68551,6945.9,14031.1,51030.9,128933.9,21576.6,21836,,0.374
1078,14724.8,21126.4,26348.1,20838.3,22921.4,28585.4,29648.8,16597,27635,37816.2,20715.9,108950.3,67214.4,9667.4,29869.5,69705.3,107851.5,25164.9,19399.9,,0.443
1079,22999.8,30705.5,33601.4,27858.6,28500.5,37739.5,36042.6,24535.6,32820.7,46926.9,32309.7,115004.2,66714.1,23095.7,53506.7,129046,128092,31984.3,34714.3,,0.45
1080,17332.7,22753.4,27451.3,27843.5,25164.8,31591.7,32218.7,26652.4,32024.6,39477.2,24006.2,52224.7,44202.3,21212.9,34360.1,46306.9,63444.9,27360.6,30565.1,,0.415
1081,13173.9,19126.6,18101.2,20708.7,17775.4,20793.7,21282.4,22437.4,28652.7,54472.7,47420,238635.2,84496.7,14332.7,80035.9,257324.9,284093.5,24923.3,23076.5,,0.478
1082,21049.6,27743,30329.9,30746.5,24197.8,28754.1,27904,17725.8,22993,36326,40580.7,116242.4,42698.8,15562.1,52031.8,197848.3,132644,28086.6,33540.9,,0.488
1083,33178.9,32827.9,30950,28689.9,41083,41484.9,39490.6,57894.4,67934.7,53897.4,50371.3,222558.7,110182.8,35174.2,93616.9,187495.1,157568.5,50132.8,32247.2,,0.518
1084,35267.3,36149.4,41988.8,36923.6,43211.2,48259,48272.1,34517,53701,37265.4,29512.8,41659.1,33591.1,30558.7,30050.1,44122.9,34364.8,44557.4,38319.5,,1.885
1085,14213,15537.9,13884.2,11075.5,16433.4,19385.6,15149.1,12785.8,18810.8,13502.7,5135.6,14310.6,10086.4,8015,9906.8,14245,6794.5,12790.9,12604.9,,0.448
1086,26870.3,28723.9,26785.5,28281.6,29878.4,32234.7,30927.3,24326.5,33243.4,39534.3,49593.1,57478,44408.1,23141.6,44133.7,134981.7,59260.1,33420.9,31145.2,,2.19
1087,18600.9,23825.7,40422.7,46805.3,25717.9,35376.4,40619.6,26657.4,42264,37797.1,55248.4,196567.6,82723.3,22997.8,81755.8,240004,149597.6,32410.9,40023.9,,67.358
1088,16063.7,23343.1,23385.9,41977,23279.8,29597.1,27202.5,29867.8,36381.4,23705.3,19995,113305,56727.7,14380.7,52899,87414.3,122544.9,22910.8,17895.3,,40.749
1089,21359.4,27681.4,32621.2,28656,28932.7,38932.5,33286,17820.2,31203.3,48092.7,25159.7,147767.8,81726.8,13220.3,35678.2,127532.8,151775.7,25533.2,27353.6,,2.911
1090,22235.9,31192.7,41268.3,42090.1,30579.3,44097.1,42924.8,19527.5,31995.7,26137.9,26870.4,69219.8,28514.1,13128,32244,77164,66962.7,29469.5,34949.1,,8.114
1091,30016.9,35126.9,46724.2,49288.6,39803.4,44472,47920.9,54715.3,56559.9,92483.4,70910.4,178734.7,112704.9,45968.8,88894.4,186313.9,200854.8,57117.2,65898.5,,5.126
1092,22115.2,22924.9,22706.9,27662.8,25126.6,24696.9,26611.9,31847.4,31884.8,58257.2,40010.3,152450.2,84826.3,30541.9,70655.7,143116.5,188054.3,29494.5,36867.7,,1.503
1093,21975.5,25047.1,21789.9,31176.1,25859.7,30053.7,28402.4,30233.7,31305.7,29387.4,32889.8,62590.5,44274.9,29362,45868.9,103048.2,80427.9,28221.1,24201.3,,0.514
1094,16101.4,14893.6,15986.4,10652.8,14393.7,16229.3,14030.8,20316.6,15438,11604.8,18786.4,16980.7,9349.6,19458,25516.8,32725,19796.5,10249.1,8936.5,,0.463
1095,13208.5,21084.4,19037.6,13939.7,22282.9,25957.3,23664.8,12051.4,18118.2,18591.5,9670.8,22929.5,13021.7,5410.5,10060.5,59072,54079,15421.3,16973.5,,0.4
1096,11011,17253.4,20655.3,17056.9,18212.1,22857.5,22645.2,12367.2,18798.9,11845.3,16793.2,30437.9,14743.5,10519.5,20674.8,50485.2,30061.8,17199.1,17193.2,,0.371
1097,23556.8,27940.1,27858.4,20212.8,26086.4,31400,26707.4,19254,20970.6,24553.1,22620.1,140512.2,48226.9,16819,41668.9,171244.6,190323,14660,19868.2,,0.467
1098,9310.8,8187.2,15073.4,18256.5,8935.7,9931.3,14661.4,14984.2,15685.8,42098.1,21833.4,164159,67324.2,11765.3,43617.6,118712.6,197563.6,23936.9,26721.5,,2.406
1099,13280.8,23124.3,28597.1,24100.9,22651.1,34987.2,32198.6,17782.6,32468.6,33631,26958.5,139654.8,48533.9,12469.3,50079.3,138302.9,113623.1,24929.8,25282.1,,1.393
1100,20631.1,29244.5,29656.2,29313,25423.2,30189.4,27348,18873.9,26678.6,26744.5,30201.6,71369.4,33818,20492,36830,89836.1,84596.1,23456.2,21603,,0.748
1101,13944,23235.7,23166.2,23946,21208.7,25410.2,21994.4,17896,20490.7,17370.4,16262.8,37466.1,22676.3,13480.6,23465.5,57486.4,75731.3,16796,21529.1,,0.608
1102,11918.5,17771.8,20329.7,22743.5,16383.4,22950.8,20830.9,15815.7,19010,12742.9,11656.1,18571,10988.7,15035.2,15712.5,20651.6,19226.5,13933.3,11874.3,,0.472
1103,16287.1,22898.9,31986.2,41645.3,19419.1,26409.8,31808.4,20112.9,27928,65511.6,29332.1,62494.6,65303.5,22390.9,29520.9,47259.1,85009.9,38850.7,44066.6,,0.685
1104,7279.7,8442.8,13778.4,15010.3,6750.2,8917.3,11262.9,6251.3,11261.5,11005.4,5756.9,33117,16564.9,5825,8591.1,20678.6,24487.2,11955.5,10662.3,,0.419
1105,17039.2,32150.8,34191.1,27067.2,30969.1,38351.6,35581.3,15508.4,29625.3,23984.2,8928.9,49623,31566.7,9292,8401.6,12947,37151.6,23785.2,19281.5,,0.457
1106,7813.7,6892.1,5970.4,8678.6,7886.6,7851.9,7226.7,11523.4,14734.3,52183.9,19987.9,121111.4,87699.3,9010.5,29631.7,72349.8,195629.5,16610.6,17818.7,,0.489
1107,30773.6,32753.5,33271.1,34848.7,40617.1,44214.1,43874.2,39124.5,59663.2,28568.4,22311.7,153025.7,71393.7,22330.6,44922.2,97309.4,83676.7,48431.3,40504.3,,0.426
1108,13288.8,22027.1,27230,27100.9,21490.2,25241.5,31556,18117.3,29111.9,18960.4,29906.7,162689,67781.1,12945.4,64071.6,118839.3,137080.2,26141.9,20275.9,,0.41
1109,23317.8,33373.9,32365.3,37699.4,33572.9,39190.9,38928.2,27375.8,41401.8,43236.8,21733,90797,58300.4,19892.5,31263.9,65407.6,84141.5,41467.3,35759.9,,1.282
1110,12402.7,22304.3,19236.2,15444.5,19265.1,26488.1,21717.3,8857.8,13750.3,15836.2,26335.9,131271.6,44101.2,8992.9,23322.9,118270.9,116068,11102.4,15222.6,,1.144
1111,6361.3,7385.4,7699.9,12382.6,6298.9,15758.5,7564.4,5974.4,9622,15757.4,17507.6,67408.7,47259.2,10432.7,19672.2,31913.8,48006.8,15691.5,16049.5,,0.794
1112,11236.4,23079.2,28067.4,41864.1,17808.4,21272.5,24115.7,9677.2,16558.4,64362,13711.6,150140.6,79836.5,7074.9,31396.7,93721.7,178506.5,23318.4,40302.4,,0.601
1113,22769,26210.7,28066.1,24557.7,26901.2,31538,31765.1,21261.3,24996.6,22835.1,18799.3,86355.5,39083,19111.7,28063.1,99719.2,131302.4,23175.6,18913.5,,0.403
1114,15296,14084.6,13440.7,15056.9,12909,14682.6,12783.2,10143,11703.7,14821,9435.8,28506.1,23329.2,13993.5,8208.4,12164.7,19245.2,13749,13870.3,,0.579
1115,14781.7,23679.5,29029.1,37097,26590,32399.6,35692.6,23082.9,47011.2,86823.5,15359,187386.8,146419.6,10086.9,35889,82614.3,179394,60082,63386.9,,0.41
1116,31357.2,37193.7,48179.9,40071.7,46280.9,53552.6,56862.2,39671.2,66276.3,39906.6,31065.9,150212.9,78423,25373,64870.1,114066.6,86240.8,57745.1,44074.8,,0.834
1117,7618.1,14461.3,20529.2,14562.5,15982.3,23863.7,21844.5,20049.7,34841.9,14070,19393.4,100405.5,45457.7,11268,35004.8,70002.3,80250.1,18772.2,10661.1,,1.626
1118,9024.4,11065.5,12149.8,13283.5,13942.5,17930.9,15638,13547.6,21717,29727.8,30054.1,97927.2,58075.2,13453.7,47148.6,92650.6,68499.7,21622.2,18533.1,,0.701
1119,5728.4,11535.8,16296.4,13832,9469.8,15067.9,15329.8,11807.1,14095.5,13627.1,25193.7,63294.3,19176.8,9681.1,34237.3,61440,29045.5,14822.9,18118.3,,0.408
1120,28899.9,34169.6,30787.5,25354.6,38182.4,40069,30286,24974.3,27786.1,34841.3,14139.5,86169.7,63175.5,22801.2,24968.1,72258.1,133001.2,24168.8,22800.5,,0.468
1121,22546.3,26280.2,33871.5,26356.8,31090.8,34560.1,33161.2,24269.1,24155.1,24676,15007.6,36901.8,20024.6,16799.1,25245.5,41418.8,57675.3,17949.2,19172.8,,0.803
1122,14343.1,16874.8,18904.4,32942.2,18442.6,21817.6,20245.8,18566,29640.4,23083.2,18849.6,90401.9,31581.2,12046.3,32655.8,61416.7,25121.3,21337.9,22991.7,,1.04
1123,7941.8,11236.5,17305.7,12799.4,12523.1,16185.1,16836.8,9523.5,16473.6,12299.5,15768.6,28134.6,17688.4,9772.6,14745,35102.8,32240,14235.2,8564.1,,0.528
1124,12353.4,16648.9,16930.6,17697.7,17470.1,20463.7,19543.8,12167.9,19659.7,17200.7,10742.9,14606.6,13037,10610.6,10223.8,13266.3,11567.1,16465.5,18924.7,,0.596
1125,13166.8,15970.6,17134.5,18025.3,15083.8,17561.1,16205.7,19240.8,21778.9,56799.7,20259.2,154983.8,92245.9,17064.3,37432.9,52479.1,138196.8,26557.6,38469.6,,0.478
1126,19265.6,24036.2,25488.7,26444.8,24242.9,26498.9,26861.6,30351.6,43932.3,33038.5,31113.3,149870.6,47275,18696.2,56421.5,102066.9,88731.8,28075.5,23306.3,,0.46
1127,19291.6,24732,27940,28615.1,27323.4,32207.5,31797.6,20497.9,26397,31471.5,30078,86139.4,29919.3,18579.8,31265.9,132084.8,54578.5,27947.9,37063,,0.728
1128,24151.6,26796.3,25723.8,17846.5,27739.8,25302.4,25126.9,25007.6,30598,16882.5,16282.1,23071.7,13015.8,16273.3,26998.7,62404.4,22380.2,16352.8,15027.7,,0.521
1129,19916.4,22009.6,30477.2,27068.7,24400.3,28861.1,30869.6,23253.5,29969,28944.6,25839.9,30549.1,26494.4,22332.7,22732.7,26589.8,31070.3,27133.4,25238.2,,0.463
1130,19397.9,32718.1,40013.8,42128.3,36994.6,44897.2,45586.1,22823.9,49880.4,20879.1,15139.6,61346.5,35309.1,9805.4,21242.8,81567.2,24549.6,37860.2,24410.7,,0.762
1131,14962.6,22299.5,20471.2,25334.7,23551.7,24086.2,25498.1,26316.2,34717.9,33727,43142.4,92720.7,36242.2,21898.4,55707,138066.3,115844,26211.9,21681.1,,1.036
1132,9831.6,11962.7,19937.5,21705.5,11032.7,16057.9,18474.3,16577.7,19695.4,43239.1,62360.8,150263,66451.8,21630.2,74765.7,201456.2,156749.4,23146.1,22641.4,,0.62
1133,17637.9,27999.6,35844,30015.3,33897.3,40093.8,41563.5,19418.5,48704.1,24807.7,21013.4,39294.3,36457.7,5474.6,20251,66791.8,49749.9,33416.6,20543.2,,0.482
1134,27747.1,44441,44435.9,30641.7,56836.5,76686.5,66745.7,46248.7,68471.5,52646.5,16462.3,150602.6,109691.9,20115,57607.3,59836.8,162274,55777.3,37006.9,,0.837
1135,14087.7,17205.3,21156,28605.7,19075.5,23028.7,23910.1,19645.2,30158.4,69006.3,30140.5,71657,65160.4,16081.1,35482.8,93237.3,148264.7,35314.8,45376.8,,1.155
1136,17666.4,29638.7,30936.7,31764.2,22511.5,39875.6,33275,12232.2,26757.3,12885.7,27367,180549.2,44798.3,7115.7,38548,162853.8,162400.3,12670.6,16662.5,,10.167
1137,27120.7,36141.7,30135.1,54338.1,30128.9,40090.1,30324.8,22151.5,35091.1,26913.6,28470.2,85579.6,48991.3,13273.7,31262.1,133781,97636.7,24053,39953.5,,90.022
1138,22377.2,32123.1,30056.9,20541.5,27641.7,24454.9,27962.9,20233.2,36383.9,35196.5,35848.9,157500.7,55858.6,16517,50481,223568,45843.6,30130.7,38925.9,,76.048
1139,11740.5,27308.5,28155,9292.3,14226.2,17116.4,18470.6,11115.1,22150.5,29034,20560.7,75198.4,46481.6,17832.9,16572.7,21255.5,97745.8,8951.1,23846.1,,1.957
1140,21792.4,27468.3,69696.2,45162.1,24539.5,41292.3,41680.6,28764.8,30035.9,73273.6,37081.6,100878.8,60732.1,29634.1,38347.6,57464.5,104923.6,33348.4,50556.4,,4.622
1141,20913,17197.8,21745.7,20538.4,27427.9,27386.9,26482.1,39038.7,47080.1,35752.5,46459.3,247799.3,72605.9,35431.4,83315.1,177001.3,106051.4,33809.7,37912.5,,21.078
1142,13373.2,20324.2,25102.5,20139.5,17178.6,26834.9,24819,19894.7,30734.8,68060,40076.2,335191.7,114130.2,20004.7,84043.7,191032.7,284577,25312.1,26232.1,,19.29
1143,19180.7,19420.8,24505.1,23555.8,24606.1,24709.1,27063.5,25752.5,28890.9,28588.4,17335.3,37001.6,25622.3,24385.7,24423.5,29770.6,20150.1,27594.1,32143.4,,8.331
1144,9703,13339.6,13678.7,12033.3,12809.3,14968.1,16439.2,11317.3,19934.1,14662.2,16503.4,42253.8,20196.7,10644.1,18942.8,31417.6,28526,14420.2,14152.8,,4.379
1145,19216.7,26171.8,35494.3,34626.8,23452.2,30642.1,34306.4,22272.2,30094.6,58642.1,37868.1,183465.5,86229.9,17956.8,65329.1,137035.4,139639.6,39165.5,50520,,1.074
1146,17004.1,25185,27506.8,28585,27819.7,35173.4,33780.9,18929.2,34586.4,31208.6,17929.5,120973.6,50728.9,10823.2,38015.2,115783.1,112380.7,28831.8,42199.3,,0.64
1147,16009.9,26209.2,26353.1,17531.1,23544.9,27321.4,29333.2,18721.4,26613.6,38988.1,36938.2,175470.9,71865.8,15163.6,57193.2,193738.2,226338.4,22611.3,16050.5,,0.842
1148,12425.4,13905.9,15930.2,19096.4,16049.5,18594.3,19074,24807.4,25996.1,78235,42298.5,208060.3,103347.4,16685.2,81344.5,204915.9,240989.2,28257.1,33199,,0.623
1149,11189.4,18948.4,23066.4,20298.2,20105.4,32036.7,30830.1,15307.3,29232,21979.2,36486.3,134627.2,49763,15736.9,51998.4,154385.3,125614.4,22302.4,18416.6,,1.989
1150,23355.7,25229,31190.1,25883.6,31239.9,36556.5,36877.1,29761.5,39515.7,34855.4,33902,119140.4,56016.5,22775.4,49355,116929.1,121385,31823.2,28034.3,,0.998
1151,21690.9,28248,27357.3,20609.1,28198.1,29768.1,27794.4,16410.1,22762.5,17184.1,10993.8,108911.6,34010.1,14586.3,25253.4,67206.8,101417.9,19829.6,23305.1,,0.769
1152,9687.3,16188.1,17984.8,14151,16322.3,24390.5,24375.8,16849.2,35046.9,33101.9,19331.2,168074.4,68901.6,7699.4,49412.8,101418.2,124074.5,19141.6,13556.5,,3.407
1153,13748.5,23398.4,30599.8,23805.2,19077.8,28317.2,44829.8,11470.9,22984.6,30980.4,19964.6,130947.2,53833.9,11340.7,37938.3,85899.2,116561.9,14939.2,24517,,62.094
1154,24913.4,29458.4,35882.9,34437,22829.4,29458.9,34013.8,25754.6,25453.2,72483.6,44762.4,157329.5,111480.2,25861.5,69391.4,151719.9,207608.2,44395.7,58565.5,,5.026
1155,34072.8,43660.2,50803.1,43675.9,40936.9,49533,55746,32692.3,50140.4,33966,25571.5,156601.4,64536.5,24674.3,51814.4,129918.4,110179.7,43645.9,40759.7,,2.567
1156,12573.9,10319.3,15744.6,14554.2,15944.4,12909.3,16561.4,27222,23568.5,18251.5,27890.4,141287.5,49799.2,25691.5,68668.5,113517.6,81039.5,14801,22838.9,,0.743
1157,13050,19429.9,25952.2,18217,21439.2,28776.2,27882.4,24377.5,35277.8,40643.7,30283.3,135531.4,67452.3,14482.9,63152.1,126237.6,138678.5,27883.2,20593.6,,12.01
1158,43424.6,51443.8,41267.4,37786.8,47204.2,57520.9,55852,47467.6,63813.5,78916.3,91792,136652,105988.1,123085.1,97288.5,166351.7,157230.5,54805,86405.7,,184.227
1159,10156.3,18376.7,21949.2,20067.7,12565.7,17431,19852.7,30124.7,31484.6,24353.3,21709.3,80297.5,34079.6,8196.2,24689.8,76462.2,67760.3,18115.1,21274.7,,9.939
1160,14942.8,13445.5,23091.1,22833.5,20351.9,22817.6,23139.6,15497.2,18882.7,28910.5,27447.8,126715.9,47790.6,12868.2,45401.5,128274.2,146297.6,16842.9,17466.5,,30.964
1161,20317.2,26597.7,30895.1,28470,28909,38280.6,34593.2,22384.3,34019.4,40982.3,13868.2,57084.3,37303.6,13763.1,20199.8,36668.5,32553.8,27253.7,26997.5,,12.787
1162,21503.6,26851.2,31050.1,45610.4,35397.9,38480.3,39343.7,44910.6,58480.9,42313.8,57273.8,181219.5,82555.3,29016.7,89378.9,158983.5,144503.4,38491.7,26423.7,,9.252
1163,15162.7,21936,25053.3,18943.7,22987.5,28405.3,24663,15468.4,18787.8,23378.8,27639.3,80360.6,35756.6,15146.4,39983.1,113066.7,119636,14859.1,17801.2,,1.316
1164,11228.9,16482.1,20991.2,20274.2,17098.3,21178.7,22332.4,16150.6,21729.5,26126.2,20743.6,91265.6,32307.8,12286.6,36117,112568.1,78359.9,17352.3,20459.7,,0.846
1165,18176.5,20987,22495.7,24024.7,24276.7,26039,23231.4,29443.4,36131.1,25365.6,25354.9,132708.2,42286.6,17210.1,62007.1,89393.9,44676.9,28646.2,25851.1,,0.675
1166,8774.9,9837.4,10112.2,8563.7,12791.8,14089.6,11590,26000.4,28271.7,19663.2,21565.8,87722,12203.2,15564.3,58525.5,72978.3,24743.7,10148.5,9606.7,,0.446
1167,16078.4,23604.5,22553.6,16023.2,21556.9,24097.8,22870.6,17327.5,22143,16109.4,21488.5,76125.2,31900.3,14185.9,34289.4,101097.5,66941.9,22173.4,16619.3,,0.434
1168,10545.1,12490.1,14264.1,12725.5,13132.9,16999,15532.6,14790.9,18078.5,30647.7,25698.5,75837.5,31059.4,15289.8,51614.3,86533.7,46467.3,13138.4,20626.1,,0.548
1169,8784.4,11628.8,11593.9,13793.1,14309.7,15368.9,14999,19576.7,22994.8,13799.4,27096.7,69413.9,24954.2,16980.9,42109.4,69363.8,39700.9,18194.3,14778.7,,0.545
1170,18381.9,21481,23934.9,18069.5,22975.9,28274.3,28128.1,26416.8,37026.1,32471.1,29654.4,139948.7,59564,22087.4,54708.7,73682.7,161251,24425.7,19928.6,,2.994
