Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
1171,8469.6,9449.6,12081.7,13310.2,12252.3,15712.9,16381.8,19722.7,26332.1,17246.8,26644.3,79103.8,36784.3,13504.7,49581.4,117849.3,55588.7,20542.4,14684.4,,1.885
1172,23235.6,35255.9,37441.7,21160.4,37858.2,43065.1,37709.2,23629.9,37143,38386,28183,80808.1,46919.4,16353.7,35767.8,100665.9,123667.6,23987.4,15984.9,,0.449
1173,16670.2,20164.8,15545.8,10036.3,16673.4,19261,16127.1,13336.1,20299.4,23436,25957.1,46918.9,23716.9,16580.6,20412.4,48371.6,23782.9,15243.4,14453.3,,0.568
1174,34953.3,44040.7,46681.1,39449.7,43961.6,48575.1,49105.7,28928.1,41931.9,32837,27331.5,57736.5,34895.1,26534.9,26606.7,83102.2,55469.4,37840.6,37618.7,,0.975
1175,18482.7,28575.8,30293.8,20475.5,25265.7,31572.7,29843.4,20292.2,34214.4,15375.6,25517.3,110723.2,31804.6,12320.7,52276.7,157123.8,63117.5,26418.5,14765.4,,1.274
1176,4449.7,9530.1,11537.2,12068.2,7146.2,10670.3,11550.4,9848.2,10256.3,26276.7,33354.1,95529.8,44789.5,11764.3,36941.9,105979.1,93613.7,15483.5,18820.1,,0.512
1177,15339.9,16213.7,19618,14976.5,22746.6,21517.9,21673.3,27204.6,35291,34349,31822.8,166431.1,59968.8,24188.2,66306.5,125561.3,160052.1,22475.6,20437.4,,0.422
1178,11484.7,13566,17066.2,27024,18061.6,22156.4,25356.3,24875.3,46705.7,64607.7,16690.9,155543.4,105461.9,13982.8,53825.9,69684.5,101621.7,49238.8,52027.1,,0.621
1179,27837.9,47069.6,62365.3,57574,42216.1,59167.8,62203.7,23247,49319.2,56920.5,26136.4,84028.7,54895.8,16150.5,32707.3,94680.1,66495.6,57209.7,66994.8,,0.858
1180,17088.5,31955.9,40061.9,36549.3,31910.1,42308.6,39497.9,27525.6,47356.6,41791.4,35381.4,105488.2,60049.4,20037.3,57028.3,158197.8,91920.1,38678.4,36807.3,,0.613
1181,19701,29264.9,39496.3,33706.9,36964.7,47908.1,49062.6,32116.3,51346.3,32617.3,33545.5,58001.1,45273.9,19906.2,47714.4,87908.6,67530.3,41004.3,28679.1,,0.508
1182,24990.8,36847.1,38506.3,33745.4,34956.6,41786.3,42177.4,22408.9,36690.1,33052.1,12565,17930.3,35855.2,16287.6,10803.8,14474.5,33260.7,41540.7,32950.6,,0.452
1183,25773.1,32581.9,34326,28809.9,30757.6,33273.3,31292.8,25718,29221,35196.6,14089.8,85009.4,55886.1,20011.4,34512,55433.4,94180.6,24530.2,26384.4,,0.655
1184,12846.6,18302.7,23161.2,18853.1,18405.4,24567.5,23024.4,11976.8,17017.2,24731.6,16335.1,28336.9,17856.6,12050.9,16003.6,37226.1,52593.5,15840.5,15441.3,,0.399
1185,15610,23021.7,22055,18904.8,22802.8,26871,26108.1,15576.1,26880.7,53156.3,15270.1,101666.4,72308.7,7941.5,29977.7,110604.6,177148.8,27692.4,23478.3,,0.64
1186,12389.7,14328.7,17028.6,15428.1,17438,18185.7,18661.2,15639.2,21970.3,19213.6,23791,139491.8,44564,10057.3,54500.1,137394.1,122961.7,17286.6,15268.4,,1.231
1187,12334.9,16505.2,17782.3,25559.7,17674.1,21611.6,26418.4,21160.8,25477.6,39504.9,37489.6,207634.6,90356.2,17500.2,60751.3,168503.4,182229.8,16931.8,29796.4,,49.999
1188,25720,34320.3,39591.7,28739.1,33600,41053,42035.4,29972.7,46070.1,21377.7,20277.9,85202,41668.5,19127.5,33969.6,66183,61202.1,33203.5,32459.9,,64.995
1189,9691.8,10112.6,30808,9656.8,8202.7,9239.6,10156.1,17563.1,11037.9,17903.4,16436.5,43408.1,20214.2,15684.5,18413,27102.3,25461.9,12668.6,17504.6,,3.283
1190,9779.4,13934.4,12743,10913.8,12905.7,14664.2,15330.5,14457.8,16512.6,26895.4,8283.8,48164.9,47286.1,9843.5,12630.3,20244.3,147386.6,12718.7,10058.1,,17.657
1191,8986.2,10732.7,11030.5,11329.6,13398.5,15110.4,14755.8,10345.3,20843.5,22341.8,16270.7,50834.9,43261.8,11598.6,13923.8,55255.2,98272,16662.8,9483.1,,6.121
1192,33401.7,32474.2,43068.7,41622,36290.6,38493.5,38116.9,36041,41957,50448.6,61981.8,130457,59014.4,30555.4,83674.6,181464.6,136459.3,35367.9,42071.8,,2.099
1193,21067.9,29631.3,41312.5,30954.7,32228.7,41453.6,39644.7,22154.9,35226,24015,15192.5,68369.1,42639,16276.2,23416.1,54047.1,86470.9,29682.8,24861.7,,2.374
1194,8411.4,16194.6,18587.7,17610.4,10280.5,15870.2,18511.9,9280.7,15316.7,32374.2,36211.2,100780.6,52049.3,14262.1,44290.5,154600.7,102767.1,16998.1,24435.8,,0.74
1195,19153.8,17843.1,22691,28310,23006.1,26229.3,28521.1,30594.9,31848.7,59197,41365.6,129531.3,71747.3,25889.1,68797.2,141245.2,174018.5,34352.5,37266,,0.584
1196,19175.8,21757.1,20046.7,16617.2,23535.6,31500.8,25498.1,17080.1,25750.2,17984.9,15536.2,40667.4,29150.8,16486.8,19624,44125.8,116942.5,16919.6,13642.1,,0.509
1197,19906.4,31372.5,40504.5,48323.7,30636.6,42122.2,45586.7,25643.5,43766.2,63414.2,19887.6,84130.3,93994.1,17983.8,27655.7,41182.8,140465.7,55864.9,50419.3,,0.566
1198,27479.5,29134.8,31094.5,27086.9,29398.4,34379.6,31535.6,29889.7,32130,56645,35482.1,63198.3,68517.2,33881.1,42735.3,82186,179049.9,33944.9,38266.7,,0.624
1199,26047.5,31700,31749.3,29061.6,31248,39312.1,38577.2,28297.5,39252.9,51438.1,26278.9,111494.5,97949.6,28106.1,37133.6,72528.6,205281.9,37445,28556.9,,0.699
1200,11070.7,19337.9,25002.2,23688.7,20405.8,27332,24877.1,17951.5,27390.7,37972.2,36857,88048.7,49520.8,14054.6,41125.5,113677.8,109251.1,24457.4,27684.9,,0.401
1201,20043.9,16789.7,17554.3,19402.7,21691.5,22940.3,20391.1,41797.7,30088.7,72701.6,69831.1,244634.4,120679.6,37993.6,137234.3,236056.2,249861.5,29209.9,31643.4,,0.457
1202,24066.8,32466,45012.6,44449,39684.1,50694.9,49420.2,44329,72786.2,31921.9,22586.6,145777.8,63859.4,22680.3,51039.7,72248.2,64698.4,47371.9,36617.5,,0.462
1203,11391.7,15708.4,16466.4,17314.7,14972.6,21437,22088.5,12678,25208.7,12505.8,20710.5,39210,25477,14030.2,21805.7,76635.1,37399.5,21285.1,14324.9,,0.415
1204,7844.9,10399.3,11277.3,9450.8,11241.7,11906.1,12627.1,8903.4,15028.8,9718.6,7965.7,44835.3,14810.8,5630.2,13850.6,68038.8,36807.7,9476.1,8275.7,,0.461
1205,12603.2,16331.2,20530.2,15438.5,21417.1,23352.7,23267.2,14359.2,28698.1,14806.7,21974.5,87956.8,25748.7,9830.5,27505.9,94456.4,24564.9,24359.5,16972.2,,0.569
1206,15859.2,22782.1,30289.1,21620.6,26716.3,37351.2,34633.1,34893.6,42989,37231,56196.8,154379.4,65182.3,21012.1,86082.4,215383.3,113569.3,31032.3,25160.1,,0.464
1207,42202.3,42948.2,50459.4,51748.7,40271.6,48339,49227.3,44447,39745.4,68928,88031.5,154965.3,73716.8,50016.1,102891.5,248297.6,176451.5,43460.5,51870,,0.603
1208,12663.1,16775.1,16352.3,13014.6,14631.6,17190.5,14463.1,8158.9,12146,17145.5,33513.8,57513.6,21017.9,10472.6,37244.1,93552.2,40584.6,11830.7,13878.3,,0.445
1209,28896.6,41303,40223.6,34714.5,38406.6,47510.7,45654.6,30027.2,37040.5,61503.8,59304.1,143874.7,67538.6,29946.8,73871.6,167420.9,132246.8,34503.4,38271.2,,0.449
1210,12248.4,15655.4,19850.6,15537.6,15422.3,22949.3,19452.6,15015.8,22283,23346.9,38581.3,173011.6,53518.4,12021.8,55373.6,150928.6,118852.2,14344.6,8520.8,,0.388
1211,12266.9,12482.5,17227,12574.8,15646.6,20392.3,18200.4,10865.8,13824.1,24561.1,21117.8,118194.7,42362.5,12727.4,38698.3,126240.7,110778.7,13182.3,15552.5,,0.56
1212,16936.7,14878.6,18379.4,15461,17871.7,18393.4,16387.8,23247,24802.6,17694,23904.1,48628.5,26539.6,20559.2,36373.5,58321.4,51335.4,16377.2,15853.3,,0.48
1213,18357.9,27172.1,40979.4,37912.8,25814.4,39758.2,42853.9,22784.8,35557.6,50473.5,37119.1,105044,61962.8,20686.7,50566.1,137916.5,74297.4,41551.6,41998.6,,0.405
1214,10111.3,9736.5,11605.9,10992.6,13369.6,15381.9,13969.8,16431.6,21412,11891.6,18296,43603,19365,11880.9,18647.9,28877.1,27536,12343.7,9150.8,,0.448
1215,14467.4,18613.9,22774.2,23358.5,21818,29858.4,27760.4,21252.8,37552.5,28701.6,13190.6,49461.9,37522,14190.6,22137.3,27611.1,34769.5,30274.5,31437.3,,0.609
1216,17576.7,25349.5,35730,35600.7,34595.7,49778.6,45482,30194.3,56371.4,31636.6,17478.6,66298.7,31468.3,17805.9,35868.4,65570.9,49523.6,29706.7,33962.8,,0.497
1217,10765,16630.6,21470.5,20324.5,19089.1,22831.8,21252.5,10550.1,25155.4,37184.5,11865.6,18138.5,26803.4,7800.8,13263.5,27989.1,47144.9,23398.5,21729.5,,0.442
1218,25600.8,25207.3,23594.4,25435.6,27823.5,30373.4,28674.5,25763.9,37622.3,19288,36138.5,51993.4,22641,21610,32927.3,96843.3,31701,21771,17217.2,,1.265
1219,13884.2,17329.4,22767.3,24510.2,17705.7,22213,25906.4,20722.1,30684,29078.2,31610.4,85043.9,44718.4,18683.8,40523,79285.3,71865.9,24808.6,24572.7,,0.611
1220,10344.8,14075,15339.1,13068.5,13431.6,13526.4,16666.6,10339.1,19093.3,30767.9,19523.4,70981.1,38243,9142,24448.2,58804.9,40132.5,22885.9,19609.1,,0.646
1221,13335.4,15251.8,19353,18203.8,16487.9,19995.5,20935.4,17110.9,18514.4,18677.1,35803.1,103068.8,19114.2,13310.3,52406,150641.7,56572.3,14987.5,17769.5,,0.589
1222,9361.8,13403.6,16416.7,18959.2,10248.2,14063.9,16964.1,10881.5,21161.4,25665.1,18189.8,52428.4,26758.5,12515.9,15860.2,43615.1,34692,21781.6,23190.8,,1.62
1223,8074.1,11683.7,11754,10126.7,6937.3,8904.4,8766.3,10106.1,7424.4,20465.7,35097.7,136740.1,37070.9,12345.4,59476.6,179887.5,104893.6,6936.9,9883.6,,0.51
1224,15870.9,23613.2,39340.9,37894.7,35560.6,41658.8,45294.9,35574.1,50667.7,42447.1,43320.9,94226.1,56799.1,22367.4,77225.8,154062.9,82973.6,48029.4,41366,,0.406
1225,30369.5,34787.6,51498.8,46974.4,47949.5,59371.8,63261.8,35197.4,52576.4,52394.6,43205,118125.2,61520.4,25987.8,61568.2,143020.5,111578.9,46129.4,44896.9,,0.479
1226,11149.8,18048.9,29051.5,29015,18458.3,30439.7,28702.1,10156,17566.9,21531.6,19558.7,84490.3,37234.6,13117.7,28594.3,72342.5,76290.9,19844.7,20973.8,,0.443
1227,11335.2,22645.6,24370.3,14299.9,16589.5,19939.2,21010.9,14564.3,15038,14102.7,25279,117214.7,39459.8,16119,39590,112216.6,101805.9,14255.7,13675.9,,0.394
1228,10310.6,11791.3,11977.7,8963.8,14656.5,15525.5,12189.6,19381.9,25411.5,12707.4,26264.6,139785.4,44273.6,12929.9,53833.4,152067.6,105980.3,11794.6,8215.3,,0.506
1229,10034.3,23353.7,30151.4,30140,22207,32595.2,32629.3,11623.8,23330.3,45281.1,35355.8,191638.1,72602.1,8566.4,50960.5,215746.6,220331.8,28869,27894.1,,0.914
1230,12076.3,22739.2,40400.8,30777.5,19766.2,38166.1,43446.7,14878.2,26594.2,30071.9,46025.7,192835.1,69002.1,15618.8,68518.1,194420.2,159984,26570.5,32810.2,,28.575
1231,10759.5,12749.7,13833.4,13774.4,18643.7,17115.9,17285.2,14290.4,18753.3,20581.7,23260.4,90025,39569.7,17436.5,35912.6,71760,79605.7,14188.9,18478.1,,81.357
1232,22208.6,37156.6,28070.5,23787.4,29426.8,33592.9,35359.9,36571.5,47415.3,45416.5,60546.2,242234.8,88839.4,31561.2,96399.4,194173.3,163131.4,32853.2,34380.7,,10.794
1233,17543.7,23833.4,21893.3,23791.2,25101.7,25910.6,27954.4,25320.5,35165.1,29429.7,29017,86308.8,47865.4,16983.3,40201.3,77339.2,90481.3,30070.9,32868.1,,3.732
1234,11391.2,33351.7,20489,42266.2,23028.8,21174.5,20462.2,20900.9,20420.5,23700.3,20515.8,32654.4,19710.1,20131.2,27770,30458.8,22632.5,18925.3,26178.7,,7.108
1235,24198.6,31216.2,36150.3,32726.7,26813.5,30587.5,33938,21582.7,30368.9,29123.3,17867.1,22175.1,35029.8,17582.4,18141.2,22154.3,25320.6,30309.8,36452.2,,20.221
1236,26537.9,25496.4,28968.9,30924.7,26596.6,28695.2,27143.4,31379.6,29737.1,28927.5,38777.7,51789,28660.5,30322.5,40724.6,48028.3,40259,25269.1,26451.1,,28.487
1237,28706.5,33635.7,38968.4,39739.9,42186.4,45859.6,50204.2,43228.1,62410.3,33355.3,84999.2,127057,56103.7,36603.6,81948.1,168335.8,122841.6,38244.7,29356.1,,11.623
1238,18067.6,25999.6,34563.4,27604.6,38583.5,47178.4,45878.2,26674.1,55064.4,19090.2,19259.6,143128.6,47313.4,11555,27027.2,99823.5,103840.9,29557.5,22355.4,,4.013
1239,12350.6,22393.6,25814.5,22111.1,20669.8,28201.6,28047.8,13540.4,27543.2,19217.9,7656.3,26041.5,24145.8,8018.6,12305.7,19285.5,24021.8,26327.9,24722.5,,1.725
1240,15797.9,25036.4,30411.4,19212.5,25800.5,36136.4,32531.2,16351.9,23340.6,35565.7,46321.2,122730.9,43839.7,15469.9,40932.8,145620.8,149926.6,15324.1,12082.3,,0.686
1241,34892.2,37669.2,50575.3,48673.8,39757.1,47793.3,50879.5,38944.6,48519.1,41176.4,40519.1,110411.2,60719.3,42739.7,51448.4,67937,88185.9,57216.5,44598.3,,0.505
1242,39184.6,46720.2,49451.1,41109.2,50528.9,57669.1,54289.8,50092.3,57148.6,31391.5,29703.2,76803.5,52099.3,39120.4,52890.6,51791.1,65888.7,44986.3,33579.4,,0.68
1243,8677.1,14694.2,19700.4,19904.5,13537.3,17897,18064.1,17486.1,26443.8,10305.3,23865.1,64773.8,22649.5,12389.8,33512.9,54271.2,42216.5,18764.2,14693.8,,0.389
1244,11322.1,17223.7,20437.7,15584.9,20095.7,23051.4,19316.1,14071.3,23135.2,46810,17493.4,65237.9,78076,9508.4,18768,66994.3,111789.2,20111.7,25447.7,,0.391
1245,16996.3,24429,27549.7,24883.5,22081.2,30465,31240.7,17039.5,33722.4,19625,20363.6,31478.3,26238.3,14689.8,17345.7,32750.6,34715.5,33485.5,22256.2,,0.469
1246,21690.9,37826.7,44466.9,33927.6,40621.8,51223.7,48996.9,27533.4,47841.1,21394.3,24049.6,44153.3,30102.1,20004.3,27206,34381.9,65067.2,31341.1,23171.1,,0.519
1247,23610.6,36252.7,44933.7,52237.4,39516.1,48839.4,53204.8,35146.9,61703.5,69468.7,31372.1,57133.9,67047.9,22606.8,40192,49264.7,71292,60818.3,65901.6,,0.701
1248,22496.9,29949.6,29761,42159.4,30436,45001.4,59484.8,19739.2,31529.5,30959.5,16874.2,44284.9,43713.3,22006.9,21643.7,35044.4,72460.8,29637.8,42181.3,,71.262
1249,18344.1,33814.8,61246.5,47220.8,28974.9,38797,54571.4,15697.4,25545.7,21364.1,26087.9,71973.6,40621.8,16631.4,28345.7,72064.3,108198.5,28713.5,46126.1,,55.12
1250,24177.9,24243.3,30945.1,20501.5,25338.8,24569.1,23258.3,30747.1,24440.4,24921.7,38002.5,74550.9,48949.1,27481.6,47670.1,59852.7,57268.2,26745.1,21309,,7.875
1251,22933.3,17614.5,16160.4,13060.3,25401.1,22404,17781.4,27056.4,24905.6,25269.7,31986,87846.9,35292.9,24569.9,52154.6,106367,76679.6,17178.7,13271,,13.359
1252,22245.1,27961.3,31249.2,31437.6,33987.5,37994,37404,37048.6,48224.6,53069.6,38494.3,125247.1,67767.1,23443.5,58302.9,94742.7,116188.7,44472.1,34952.4,,5.412
1253,16697.4,23881.8,23319.3,14744.9,26172,31940.3,26981.7,19597.6,30939.6,17602.7,32924.1,63908.8,18063.4,18420.4,39852.6,79832.3,32413.6,17277.9,13217.1,,2.544
1254,17651.4,24066.4,27071.7,23680.4,23557.6,27579.5,25747.1,19323.9,29663.6,48071.6,20187.5,105739.9,67778.5,12752.6,40633.2,86952.7,94580.4,31933.1,33229.3,,0.712
1255,9889.1,14524.6,22921.7,22724.6,16901.7,22536.6,25413.9,17417.1,33797.3,40182.4,19968.5,60142.4,65324.8,14291.4,20438.2,32061.2,70663,37423,34242.5,,0.451
1256,10150.4,14313.7,15583.1,13938.4,17307.6,20556.5,19148,13002.5,29193,23712.3,10206,23090.7,37273.2,8494.9,10729.4,23388.7,36375.9,30588.8,23036.4,,0.464
1257,15144.3,18527.6,23597,25554,29283.8,33720.9,32603.3,30325.8,67412.3,33294.3,12916,74647.7,71748.7,16060.8,33597.9,25709.7,35343.2,53506.7,32304.7,,0.652
1258,18057.2,22973.5,31049.9,29958,26694.1,36975.1,39164.6,26106.5,48706.7,20199.3,22005.5,56056.4,30943.1,14764.4,31704.5,45865.2,27045.1,38000.7,27293.5,,0.438
1259,11621.5,19384.4,24041.4,20295.6,19058.9,26404.5,23265.4,20144.2,23779.5,23108.5,20454,45872.4,27674.2,13727.9,38246.1,55334.1,37242.3,18332.5,25673.4,,0.472
1260,10760.8,13143.5,14811.3,15457.6,12930.5,16552.3,15567.2,18132.6,20594.8,16333.5,21435.9,33428.7,16562.4,13293.3,30780.5,56178,29861.3,15557.6,15375.2,,0.664
1261,9953.2,12758.4,15692.2,11411.8,14909.1,18343.1,14935.4,15877.4,28389.1,13741,5296.9,29087,20669.7,5220.9,10704.5,17755.5,14364.2,14741.6,9474.9,,0.416
1262,10893,10967.3,11501.1,8009.6,11453.1,11120.1,11686.9,21210.2,12043.2,14478.3,14076.4,38789.4,22601.7,13197.1,25556.3,31790.7,35827.9,9929.1,10186.9,,0.499
1263,6447.6,10040.3,10191.2,11255,7264.7,8454,10372.5,7836.6,12962.9,25518.5,19021.8,30088.8,29032.7,9413,17603.3,39028.2,33687.5,15056.7,18458.5,,0.614
1264,20036.7,23503.7,18630.9,14722.9,18164.4,20347.2,19034.1,17692.8,21620.3,19319.7,16302.2,48363.9,29053.8,16780.3,21151.1,40025.7,45611.4,16243,15344.5,,0.78
1265,8194.9,11887.2,12522.5,11909.8,12229.2,14227.8,14396.3,13932.7,29008.2,15106.8,11061.5,44712.2,28602.4,7219.8,28964.7,32546.6,19985.9,18734.6,13253.5,,0.479
1266,10527.9,14979.1,9432.5,8832,12540.6,15193.8,11126.1,6540.3,17711,10502.9,7168.2,15892.5,10757.5,4115.4,6687.8,8996.2,12182,9891.6,5600.3,,0.481
1267,15828.4,20150.5,18994.6,14153.2,20079.8,21212.7,18014.2,20090.6,24870.4,19676,20355.2,51206.5,38037.4,17083.1,30857.7,48867.7,42268.9,19752.7,17551.9,,0.772
1268,7619.8,10225.4,14990,13406.3,10568,14600.3,13844.1,9830.1,18724.9,20096,21918,30903.4,23591.8,8700.1,21341.7,57324.4,27306.3,17438.7,18041.2,,0.367
1269,7803.3,14122.6,19995.9,17013.7,16019.3,22579.7,22245.1,8158.2,18277.6,24360.1,14147.8,37132.1,25602.3,8722.3,12606.6,26226,41804.6,17557.5,18896.6,,0.477
1270,11155.9,16141,15519.7,11468.4,15050.7,16967.7,15654.8,12433.3,15367.8,14398.2,8975.3,34615.1,15866.1,8489.2,13527.2,21110,18190.8,12126.3,9339.2,,1.768
1271,12426.8,12554.3,13868.4,13147.2,12889,16039.6,16936.3,10719.4,15918.1,22223.7,29165.7,52117.8,26467.4,13909.2,20743.5,30969.4,33607.5,16265.5,17751.6,,11.891
1272,19513.3,27069.1,31648.2,33580.3,22294.6,30693.5,33520,21245.9,35364.5,40038.5,30598.4,148695,44272.4,20277.1,40883.2,73371.2,67253.2,29391.2,29614.3,,7.326
1273,14081.4,25242.4,15536.2,22687.8,25672.3,25480,24018.2,23953.1,40534.7,10509.7,12549,124087.6,32677.9,20108.1,33412.1,20154.2,28140.6,19222.3,10001.9,,57.56
1274,23396.2,24986.1,25033.8,28581.5,26692.7,31107.6,33535.1,28906.4,33781.3,23080.7,25383.2,86040.7,33011.8,26685.6,34413.1,31566,39389.8,26551.4,26365.5,,1.539
1275,12387.7,14538.5,13275.1,13923.6,13972.6,16637.5,15442.4,19599.7,36127.1,32642,24332.6,210350.1,89954.2,16380.7,43475.5,74821.6,139591,28942,23808.9,,3.616
1276,31573.6,64960,159569.9,31957.2,40961.4,48966.1,58009.3,28953.2,40221.8,33472.5,24308.5,109934,54248.2,25596,37950.5,39275.4,62785.5,35083.6,59802.4,,102.979
1277,20440.7,24852.2,34409.3,23775.3,23015,29507.5,28657.4,39097.8,28321.9,19236.8,35299.7,25873.4,24463.8,41290.4,26817,32730.4,25790.8,27531.2,30383.7,,2.857
1278,16220.2,19990.5,64649.9,21918.4,23259.2,19786.3,21936.4,15165.2,20864.7,10893.7,14705.3,25577.7,17655.9,11719.7,13163.5,10816.8,11990.5,16243,15108.4,,14.244
1279,10434.9,12617.4,16513.8,14654.4,13101.7,15268.5,15666.7,12958.3,15204.9,8477.5,16230.3,22353.2,13068.3,14808.7,16301.1,31328.2,14215.8,12635.3,15891.9,,22.746
1280,11166.9,12545.5,62491.5,12408,11382.7,15831.6,11777.1,12024.4,17719.5,19014.9,11884.6,22389.1,16138.2,12720,11825.8,13954.4,19138.7,14216.9,17747.7,,18.201
1281,23830.7,26592.5,28087,24589.2,33874.2,35157.2,34053.1,31885.6,37898.2,17496.8,15525.3,23872.1,23473.5,24670.1,25554.7,21835.7,17420.9,25036,21007.5,,11.718
1282,8347.4,14064.8,16208.4,15407.6,12409.7,15331.9,15368.2,10453.9,12288.5,17388.4,7144.1,14886.3,11881.6,6611,10306.2,15635.1,14715.6,13075.7,25487.1,,3.363
1283,13895.5,16875,12207.7,15809.3,13427.4,18737.4,18875.2,11981.2,13595.2,14074.9,10603.8,10302.2,11197.6,13982.4,8826.5,9806.7,10669.3,14838,30876.7,,53.466
1284,9218.6,10643.8,10538,12494.2,13757.5,11163.6,12081.5,10629.7,15972,10593.1,9800.4,11328.3,10059,8872.9,10448.9,15143.6,10133.2,11319.9,13854.9,,9.176
1285,21515.9,28151.4,30400.2,28206.8,25759.2,31414,31796.9,25523.6,30050.5,30125.7,14988.3,18060.2,25496.8,30773.5,19664.7,17097.9,21371.8,29785.6,32981.7,,8.617
1286,13500.1,23057.4,23630.5,20771.4,19529.5,26935.5,25626.4,20372,27423.9,25600.8,9712.1,31720.9,24526.4,12667.7,19247.6,21125,25645.7,23604.1,32467.4,,3.08
1287,12436.2,10791.9,12717.8,15576.7,12984.8,16021.3,16420.1,15996.7,16739.2,20046.3,11334.1,19938,17995.8,17477.1,14796.2,21321.1,19437.3,14183.8,23806.2,,0.787
1288,10719.2,13286.7,8266.8,8327.5,13098.2,12095.7,10910.3,17665.4,15270.5,15061.7,10121.8,14670.8,10268.3,15931.4,14150,12751,12694.7,9450,12392.4,,1.235
1289,14975.3,19788.6,23140.8,29230.8,20116,25286.1,28360.9,16768.8,24507.9,48362.3,12963.6,16271.6,26250.8,15702.2,13678.7,15033.1,27648.7,26523.1,56326.4,,2.156
1290,6970.7,6411.9,8965.9,10133.1,6614.6,8516.2,8514.7,6801.2,8467.9,9265.2,5853.7,14075.8,7307.6,5637,6780.3,10886.2,8669.4,7904.8,10466.9,,0.75
1291,17470.9,18210.2,23179.1,25934.7,20316.8,22982.4,24281.3,18974.5,24013.7,26983.4,18661.7,26605.5,22997.7,15523.6,20276.2,26452.7,23274.7,24598.4,30550,,0.445
1292,9634.2,13725.7,14559.6,15444.2,12179,15388,14733,9325,15808.7,12633.9,6820,16202.9,12935,6878.7,9047.3,16081.8,12728.9,12726.4,14471.2,,0.501
1293,13081.2,14826.2,18938.2,24543.4,14306.5,17956.8,18832.4,18146.9,20095.9,32130.8,19646.2,26681.7,27966.3,23296.3,19260.5,20977.8,37224.1,24760,41546.4,,0.714
1294,17571.3,17887.6,19576,17978.6,20390.6,24130.4,23844.6,16827.6,21525.7,19053.2,9382.2,12532.6,13597.5,12656,11879.2,8452.2,11444.1,17612,21342.8,,0.595
1295,13692.9,17601.7,21136.3,22708.4,17842.4,23352.6,22381.8,15242.1,19075.7,21008.7,12058.6,16853.7,13990.8,14284.7,9702,7932.5,17046.8,19031.5,30106.8,,0.47
1296,10405.7,10804.8,10617.9,11380.5,12530.5,13192.8,12118,15699.3,18527.1,18708.2,14223.9,33153.2,21635.1,16445.2,17688.8,20026.4,20029,15790.3,22652.6,,0.436
1297,16035.9,18345.4,22728.2,20655.8,18572.6,24425.8,22799.9,18850.6,29016.9,16601.9,29665.8,94299.3,30201.1,16598,27721.4,51111,46719.9,20439.9,13747.3,,0.579
1298,12443.1,20514.6,22325.9,18860.3,20597.9,27305.8,26246.1,16440.3,27142.9,31844.4,7888.1,69953.5,41376.9,8201.9,16492.6,15094.9,47214.5,24932.5,25734.6,,0.469
1299,17986.7,17954.5,17221.8,15956.3,18850.9,19082.9,18743.9,18668.1,27206.5,41371.2,24323.6,79279.3,60529.4,18493.6,26308.8,36353.5,58657.9,26992.9,23663.6,,0.426
1300,14812.7,13839.8,17007.7,17848.4,11334.1,10698.4,17888.3,13907.9,13513.6,26426.8,21197.2,31476.7,21501.4,16742,17812,24382.7,18622.2,15935.4,25152.3,,13.031
1301,13826.7,14114.3,14377,14916.5,16006.7,13673.1,23625.3,13093.4,9897.5,23483,9028.6,14169.9,12362.3,14447.4,9597.9,11516.9,15121.5,11729.8,30512.1,,50.023
1302,8897.6,8284.9,21424.5,14646.9,9766.8,10737.5,13104.3,13299.3,14128.1,24927.5,9592,24825.4,19465,8188.9,13918.8,20374.2,26742.8,16503.7,23633.1,,0.899
1303,8145,12596.1,12927.6,15326.9,10948.4,14109.8,13855.3,9195.8,9527.6,13260.9,9301.5,14067.7,8558.3,8845,8322.2,15245.4,7895.4,10384.6,18811.7,,4.858
1304,9290.7,9074.6,9137.7,13387.5,9439.7,9768.7,11414.4,14753.5,21203,26115.8,23372.8,118470.8,35312.8,16268.2,30767.2,61426.2,35153.1,18548.6,29427.6,,2.638
1305,16901.8,22171,28017.7,25566.5,23354.9,29778.8,30496.4,24254.3,30898.2,37800.2,19155.6,42948.6,37820.2,19646.8,29303.6,30963.1,45100.3,30107.2,33203.3,,0.765
1306,15037.8,15819.2,18445.3,15089.5,18716.6,21503.8,18945.1,23573.9,28139.7,17694.5,19369,49280.1,25636.6,18249,27322.6,22940.1,23839.6,21424.2,15300.8,,0.548
1307,15685.2,27769.4,41118.3,32211.6,24308.4,40872.5,41080.5,17222,23138.3,27473.9,15097.2,31296.2,29610.4,15183.2,18173.8,23508.9,31541.8,29388.9,22633.4,,0.72
1308,12755.8,16266,23626.1,21420.1,17297.1,19512.3,25231,14188.2,17919.3,18970.5,23568.8,19769.4,20216.2,11988.8,19497.4,30666.5,18517,19959.4,20786.9,,0.619
1309,19948,23846.7,31011.7,33591.8,25975.3,31025.8,32141.1,25858.5,31532.9,31499.1,25116.2,33072.2,35729.3,23410.5,26251.1,33441.8,40260.1,34199.6,33023.6,,0.717
