Time (s),Var Fp1,F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,A2,ExG 1,notes
82,0.459,12344.5,15230.5,16129.0,11965.1,13962.2,13254.9,13745.2,17259.1,13774.7,18040.3,10529.1,20052.7,17202.6,12413.8,11690.7,17039.7,18593.1,15460.0,19584.7,0.0,17284.3,
83,0.369,14817.3,21302.2,27174.9,29202.0,19698.3,23778.6,27176.3,20787.6,27361.7,24001.2,21967.8,28705.3,29647.9,12976.3,21596.0,20351.9,30253.1,31725.8,25141.3,0.0,34575.4,
84,1.168,18396.7,23521.7,31566.5,48819.4,21010.0,28321.7,35779.7,23144.7,35901.0,66452.6,17605.9,46383.6,63682.1,16613.4,25434.1,24319.5,51670.0,51826.1,69232.3,0.0,38997.8,
85,0.285,13503.8,18471.6,22525.9,25837.4,18441.8,19952.3,21046.9,14784.1,19073.4,26329.1,16956.2,21476.5,29683.2,16706.9,19367.1,18611.9,29043.1,21682.3,33384.0,0.0,38252.5,
86,0.24,13812.6,15928.6,20091.3,22459.4,17205.7,17544.6,18564.7,10876.8,16906.1,13724.6,7612.5,12508.0,10423.7,9443.1,11841.5,9425.8,10801.5,16432.0,18896.7,0.0,18935.2,
87,0.52,33021.0,41634.7,37964.2,37893.1,39989.4,42083.9,40646.2,36244.3,36810.3,48641.6,23430.2,29419.7,43011.8,28113.8,29657.8,22227.8,32099.3,41085.9,42759.3,0.0,27634.9,
88,0.332,13941.8,13797.8,11372.3,10787.0,14197.7,16949.0,14228.4,15766.9,19617.1,17424.9,16296.1,28518.1,22810.1,14582.7,22333.2,27909.8,22533.1,18748.1,13862.5,0.0,38836.1,
89,0.208,8328.8,11492.1,12788.1,15432.0,9984.3,13027.0,13963.7,10606.1,13344.4,25845.8,9436.5,14694.9,22389.4,9239.9,9680.8,18819.4,16596.6,17599.0,23363.8,0.0,33540.4,
90,0.167,9463.4,8625.7,8793.0,12452.7,9057.2,8066.7,9889.0,10933.9,10949.1,42902.4,14108.4,24494.9,45594.0,10062.6,15109.2,18896.6,42495.5,19963.6,23224.3,0.0,26477.8,
91,0.207,18083.4,16429.8,17185.5,15555.3,15697.8,16932.9,18452.3,12617.3,20719.1,32924.8,12009.8,27811.4,29930.1,13582.6,16073.4,16646.1,35865.1,18950.5,26018.8,0.0,35899.2,
92,0.209,14587.9,17685.5,22641.9,28093.9,19404.8,19214.5,24984.5,20714.0,28163.1,32665.7,16391.2,55402.4,38310.2,16824.1,23474.3,34626.2,42316.6,31117.7,24230.5,0.0,36413.4,
93,0.222,13169.4,13537.6,15248.9,19451.6,16918.6,16400.9,15519.8,18229.5,26579.8,37001.8,12886.2,67265.2,49228.3,12353.1,28500.7,38951.3,55975.3,25007.3,33902.0,0.0,25104.2,
94,0.259,13750.1,15576.0,18079.6,20487.9,14988.6,16678.0,17069.8,13112.9,15073.3,26776.2,11432.3,16013.7,26072.7,14610.2,11902.9,24284.9,33017.4,21532.8,24974.5,0.0,20459.6,
95,0.18,6853.8,9208.0,9212.4,7707.0,9115.5,8293.1,7662.4,8746.8,14179.4,22949.3,14014.0,20213.9,20015.5,8151.4,15669.5,21071.6,24692.9,10952.0,20618.0,0.0,22889.2,
96,0.219,6223.3,8126.5,8500.8,8940.6,8267.6,7942.2,8833.1,8664.3,10674.5,17610.2,9916.0,12347.4,12401.6,9319.0,9462.4,9364.4,12898.5,8882.5,13576.5,0.0,26322.4,
97,0.205,7657.7,6904.5,7236.9,7136.6,8614.2,10198.5,9289.4,10916.1,10447.4,15255.8,9310.7,12771.4,9964.1,6109.2,11737.7,18901.9,14034.2,7197.4,11545.3,0.0,19881.9,
98,0.225,15797.5,14948.3,15190.2,14630.4,17660.6,16875.6,18080.5,16850.3,17686.1,15274.1,16254.8,13161.0,14497.8,17482.3,17954.5,17693.4,15527.7,13995.1,16353.0,0.0,32339.5,
99,0.287,5586.5,6914.0,7738.6,7954.8,7904.2,9423.6,9902.5,10137.4,13757.0,11685.6,15549.7,12792.7,10849.3,10343.9,12205.4,15750.5,11907.4,11318.4,11535.8,0.0,23876.5,
100,0.195,5401.2,6855.6,9008.9,9353.3,6502.8,7526.2,9508.7,9446.1,12002.7,17981.8,8399.4,37096.6,23966.2,7158.1,17733.0,29584.7,25762.2,10655.0,15276.1,0.0,12477.0,
101,0.174,4213.0,4675.4,5586.4,4870.8,4759.4,6057.3,6008.4,6037.8,7466.7,7841.0,7464.9,17644.7,11090.1,5053.8,10832.7,13393.2,11163.5,8448.9,7090.7,0.0,14617.9,
102,0.227,14486.5,16834.1,15531.0,14819.6,18557.7,18687.8,16157.0,15132.1,23288.1,19075.2,16748.2,21818.8,17423.1,13196.1,20623.5,16085.1,21917.4,16114.6,12615.8,0.0,41629.8,
103,0.437,10775.3,13938.4,14933.2,15057.5,15467.7,16585.0,14621.9,15246.2,21389.6,15236.2,15075.9,31944.4,18237.6,10677.9,23169.8,25069.7,22929.3,15938.2,14944.6,0.0,30163.2,
104,0.3,12806.3,13053.4,14495.5,21811.5,14861.3,15664.9,17603.4,11294.3,20671.1,31868.2,8022.2,20055.8,24920.4,10460.4,10722.8,11397.0,29969.9,19261.5,32381.7,0.0,40253.6,
105,0.235,18618.0,18299.3,18478.0,19162.7,16897.9,18021.5,16493.6,17347.8,21302.3,20135.7,15395.5,26477.5,23920.2,13818.7,19586.9,19089.4,18422.1,23402.6,21828.8,0.0,12414.2,
106,0.71,14383.3,17535.7,19195.6,18179.2,22647.1,22522.1,21154.9,20080.9,28202.2,15685.6,11705.4,20073.3,15537.3,13352.7,14836.8,12402.0,12520.8,16125.8,19581.6,0.0,26241.2,
107,0.72,7934.8,8419.2,9221.2,9254.0,9140.0,7845.4,8387.4,7418.2,9124.9,14360.7,8728.7,15938.2,14118.2,9380.8,10559.9,10168.4,16202.6,10408.2,11143.6,0.0,16554.9,
108,22.305,33735.0,110235.3,81764.0,31417.2,33082.5,41902.2,34990.5,19432.0,24506.3,17868.0,13915.1,17928.9,22170.5,20312.9,16737.7,17200.2,15630.8,26366.2,31956.3,0.0,48043.8,
109,0.666,14203.5,21891.4,17447.4,12928.3,21777.6,18291.6,17643.1,18301.4,20855.1,11952.1,13178.1,11506.3,12322.6,14121.6,16102.0,10693.8,9970.2,19682.2,11989.6,0.0,25236.9,
110,0.315,13229.5,8898.3,12088.0,15530.2,7135.2,8962.6,9645.1,15171.4,10714.0,11588.4,12453.9,11022.8,12304.1,15565.4,11098.5,7489.6,9416.6,12296.4,15951.1,0.0,41281.9,
111,0.359,12835.7,18012.0,21583.1,23937.8,21267.5,26141.7,27046.9,18094.2,30375.8,30728.3,13992.8,31598.0,34237.0,13305.4,21198.0,24045.2,38807.5,28571.7,30057.1,0.0,30258.8,
112,0.287,9572.8,8735.0,12734.0,17350.1,9776.0,11343.3,13022.2,11195.6,13773.1,16010.5,11244.3,13314.9,13932.5,10726.9,12779.6,11895.6,11908.8,14969.1,24407.3,0.0,30423.8,
113,0.26,14959.6,18453.8,15610.4,12392.8,18273.1,17983.8,16804.1,18978.7,21535.3,15293.1,16423.0,20578.5,14065.0,13827.3,17959.1,21208.6,20157.7,14446.1,12417.0,0.0,37389.8,
114,0.391,12790.0,11499.2,11352.6,12579.5,10742.4,9958.1,11390.1,11195.7,8458.3,14232.0,13753.1,14783.4,14024.0,14433.2,14425.1,15035.3,16710.9,12613.2,16537.5,0.0,20765.8,
115,0.292,13922.2,19034.8,23068.3,18679.0,18922.1,22599.0,21355.3,19467.1,25862.0,20533.9,18817.4,27873.3,23222.7,14788.1,22244.3,25185.3,20565.1,22706.0,18210.2,0.0,36060.8,
116,0.272,13997.4,12093.7,11999.8,13771.6,13544.2,11684.8,13428.7,18528.6,16197.2,16398.7,21305.9,41006.4,17462.5,20086.2,20963.3,28646.2,24266.0,13303.4,19124.8,0.0,31303.2,
117,0.348,26518.0,34465.0,33153.7,23640.1,28538.0,28244.2,29056.8,23183.0,29956.5,22636.2,32305.3,71299.8,36053.1,29081.2,47158.9,50088.8,29473.6,25001.5,20540.3,0.0,39288.6,
118,0.281,10528.6,11117.0,11911.2,10429.5,13721.4,14115.3,11054.5,13868.7,20987.7,11958.8,4785.7,33792.4,14759.5,6432.7,12648.6,9241.1,9974.1,10341.5,16784.7,0.0,20257.7,
119,0.257,7678.5,6774.6,6957.4,9344.6,7565.9,7364.2,7342.7,6976.8,7106.6,14164.0,11784.6,8504.1,11212.1,9613.1,11761.7,9787.1,12408.1,9077.7,14006.3,0.0,23463.1,
120,0.283,9572.9,10765.6,11996.4,11655.5,13478.3,18697.4,16995.9,11206.6,15178.3,14658.3,10234.7,10005.9,14807.4,7962.2,9576.0,7744.5,14900.3,13300.9,14293.1,0.0,20551.9,
121,0.329,13597.6,18898.8,20878.7,19430.4,18929.9,22845.9,21124.6,18031.8,27662.6,23855.8,13677.0,17810.5,25153.1,10779.0,16561.1,14109.0,16415.9,29673.0,25327.0,0.0,43103.0,
122,0.407,19872.6,20327.4,24073.4,25071.1,23328.0,24385.1,22882.9,22603.4,23305.5,29826.2,17661.6,57408.8,37940.8,17663.1,25320.5,59586.1,36053.1,31224.3,26262.4,0.0,34236.8,
123,0.305,10333.4,12960.5,14318.2,14590.2,11904.7,13088.9,12359.7,7727.6,14952.7,24199.7,15392.0,47475.5,33817.4,10190.8,14508.9,23687.0,29603.3,19780.0,20666.7,0.0,24682.0,
